ID_Engajamento,ID_Cliente,Data_Engajamento,Tipo_Engajamento,Rede_Social
1264,79456,2023-09-28,comentario,Facebook
1265,249750,2023-07-25,compartilhamento,Instagram
1266,208676,2023-10-11,comentario,Facebook
1267,134158,2023-10-31,comentario,Facebook
1268,209008,2024-06-08,curtida,Facebook
1269,3677,2023-05-02,compartilhamento,Instagram
1270,14693,2022-07-17,curtida,Instagram
1271,170077,2022-07-05,comentario,Twitter
1272,17083,2023-10-23,curtida,Facebook
1273,17101,2023-07-31,curtida,Instagram
1274,52067,2024-05-28,curtida,Facebook
1275,102346,2024-02-10,comentario,Twitter
1276,268720,2024-03-05,curtida,Facebook
1277,83279,2023-12-29,compartilhamento,Instagram
1278,12004,2023-09-04,curtida,Instagram
1279,230057,2024-06-09,curtida,Instagram
1280,79586,2024-05-07,compartilhamento,Facebook
1281,192428,2024-06-14,curtida,Twitter
1282,85507,2023-08-31,compartilhamento,Twitter
1283,28020,2023-02-21,comentario,Instagram
1284,17245,2023-07-12,comentario,Instagram
1285,62666,2022-03-29,comentario,Twitter
1286,41047,2024-02-08,curtida,Instagram
1287,239905,2023-09-27,comentario,Twitter
1288,177302,2024-06-11,comentario,Instagram
1289,6602,2023-02-07,curtida,Instagram
1290,169708,2024-01-26,curtida,Twitter
1291,277435,2023-12-13,compartilhamento,Facebook
1292,123195,2023-12-25,curtida,Instagram
1293,102865,2023-06-12,compartilhamento,Instagram
1294,246713,2024-05-05,curtida,Twitter
1295,125587,2024-06-12,curtida,Twitter
1296,4989,2024-01-14,comentario,Twitter
1297,254678,2023-03-29,curtida,Facebook
1298,215744,2024-01-06,compartilhamento,Twitter
1299,62337,2024-03-17,comentario,Facebook
1300,221685,2023-10-18,comentario,Instagram
1301,195744,2023-10-13,comentario,Instagram
1302,92328,2023-05-30,comentario,Facebook
1303,232987,2023-11-20,comentario,Facebook
1304,103212,2024-04-22,curtida,Instagram
1305,212396,2024-01-11,comentario,Facebook
1306,119061,2023-09-01,curtida,Instagram
1307,1000,2023-05-26,curtida,Twitter
1308,148289,2024-04-18,curtida,Facebook
1309,221738,2023-07-17,comentario,Facebook
1310,297203,2023-11-11,compartilhamento,Instagram
1311,9227,2023-12-11,curtida,Twitter
1312,287708,2024-01-24,comentario,Facebook
1313,23548,2022-11-02,curtida,Instagram
1314,194508,2023-08-26,comentario,Facebook
1315,233582,2023-01-06,curtida,Twitter
1316,89752,2023-02-24,comentario,Facebook
1317,94007,2024-03-04,compartilhamento,Facebook
1318,77711,2024-05-07,compartilhamento,Facebook
1319,38740,2023-10-04,curtida,Twitter
1320,135762,2024-01-31,compartilhamento,Twitter
1321,175898,2023-12-18,compartilhamento,Facebook
1322,3242,2024-06-08,curtida,Facebook
1323,218771,2023-02-17,comentario,Twitter
1324,5801,2023-12-27,comentario,Twitter
1325,185047,2023-08-30,curtida,Facebook
1326,223974,2022-09-26,compartilhamento,Facebook
1327,116277,2022-11-19,curtida,Facebook
1328,3632,2023-06-19,curtida,Twitter
1329,208994,2023-01-27,compartilhamento,Instagram
1330,134377,2024-04-21,compartilhamento,Facebook
1331,177709,2023-10-21,compartilhamento,Facebook
1332,104416,2023-09-04,curtida,Twitter
1333,109237,2024-04-01,comentario,Instagram
1334,275079,2022-05-03,compartilhamento,Instagram
1335,116491,2024-06-11,compartilhamento,Twitter
1336,63610,2024-02-02,curtida,Instagram
1337,174324,2021-11-05,comentario,Instagram
1338,53186,2023-11-01,comentario,Facebook
1339,187640,2024-06-05,compartilhamento,Instagram
1340,167689,2023-08-06,curtida,Instagram
1341,13339,2023-03-23,compartilhamento,Instagram
1342,204879,2023-05-24,curtida,Facebook
1343,181127,2023-11-25,comentario,Facebook
1344,71316,2023-07-12,compartilhamento,Facebook
1345,27911,2024-04-28,curtida,Twitter
1346,256645,2024-02-10,curtida,Facebook
1347,126309,2022-09-17,compartilhamento,Facebook
1348,115431,2024-05-27,curtida,Facebook
1349,128768,2024-03-30,compartilhamento,Twitter
1350,246078,2024-05-28,curtida,Facebook
1351,212307,2022-09-19,compartilhamento,Facebook
1352,225651,2024-05-04,comentario,Facebook
1353,197670,2022-10-27,compartilhamento,Instagram
1354,190019,2023-12-29,curtida,Instagram
1355,160944,2023-09-14,compartilhamento,Facebook
1356,145104,2024-04-19,comentario,Twitter
1357,203372,2024-04-04,curtida,Instagram
1358,52297,2021-11-12,compartilhamento,Facebook
1359,235944,2024-02-11,compartilhamento,Facebook
1360,86160,2023-11-30,curtida,Facebook
1361,83057,2023-05-17,comentario,Twitter
1362,262603,2024-01-08,comentario,Instagram
1363,26674,2023-08-23,compartilhamento,Facebook
1364,11943,2023-11-10,compartilhamento,Facebook
1365,220616,2023-03-20,compartilhamento,Twitter
1366,262182,2023-06-27,comentario,Instagram
1367,299792,2023-11-29,comentario,Twitter
1368,231746,2024-06-15,compartilhamento,Instagram
1369,21782,2024-04-10,compartilhamento,Twitter
1370,138862,2024-05-31,compartilhamento,Twitter
1371,256890,2024-03-02,compartilhamento,Twitter
1372,206506,2024-06-14,compartilhamento,Facebook
1373,129828,2024-06-11,comentario,Instagram
1374,155390,2024-04-04,compartilhamento,Twitter
1375,34260,2023-06-15,curtida,Instagram
1376,77547,2023-05-16,curtida,Twitter
1377,244049,2024-05-29,comentario,Facebook
1378,227493,2023-04-14,compartilhamento,Instagram
1379,188023,2023-01-12,curtida,Twitter
1380,176904,2021-08-12,compartilhamento,Instagram
1381,104265,2024-03-08,compartilhamento,Facebook
1382,280949,2022-05-14,compartilhamento,Facebook
1383,133300,2024-06-08,comentario,Instagram
1384,15168,2024-01-29,comentario,Facebook
1385,44623,2024-04-30,comentario,Instagram
1386,296955,2024-03-11,curtida,Twitter
1387,169,2024-06-08,comentario,Facebook
1388,20924,2023-07-03,curtida,Twitter
1389,6192,2024-05-20,compartilhamento,Facebook
1390,176522,2023-05-07,compartilhamento,Facebook
1391,129949,2023-10-10,compartilhamento,Twitter
1392,143814,2024-03-05,compartilhamento,Facebook
1393,178281,2024-04-14,comentario,Twitter
1394,1346,2023-05-25,comentario,Facebook
1395,291710,2023-12-11,compartilhamento,Instagram
1396,122979,2024-01-12,curtida,Instagram
1397,101471,2024-06-02,compartilhamento,Instagram
1398,149837,2024-02-07,curtida,Facebook
1399,86865,2023-09-16,comentario,Twitter
1400,282702,2022-09-27,compartilhamento,Facebook
1401,47145,2023-10-28,curtida,Facebook
1402,141149,2024-01-11,comentario,Facebook
1403,96450,2023-09-03,curtida,Facebook
1404,151024,2023-06-03,compartilhamento,Instagram
1405,179248,2024-03-24,compartilhamento,Facebook
1406,237775,2024-05-09,curtida,Facebook
1407,139908,2024-02-19,curtida,Instagram
1408,63033,2023-06-01,curtida,Facebook
1409,29002,2023-08-21,curtida,Instagram
1410,164449,2022-08-28,compartilhamento,Instagram
1411,100090,2024-03-06,curtida,Instagram
1412,66257,2023-01-09,curtida,Twitter
1413,296400,2024-06-05,compartilhamento,Facebook
1414,271153,2024-05-30,comentario,Twitter
1415,146374,2024-06-07,compartilhamento,Facebook
1416,127426,2022-02-16,compartilhamento,Instagram
1417,135975,2023-08-07,comentario,Facebook
1418,188333,2023-03-18,curtida,Twitter
1419,279389,2023-01-02,curtida,Twitter
1420,275965,2022-02-12,compartilhamento,Instagram
1421,122736,2024-06-01,compartilhamento,Instagram
1422,286426,2022-03-23,curtida,Instagram
1423,272028,2023-11-20,comentario,Facebook
1424,55421,2024-02-27,comentario,Facebook
1425,264249,2023-03-03,comentario,Facebook
1426,171931,2024-01-20,comentario,Instagram
1427,242614,2023-10-22,curtida,Facebook
1428,101502,2024-01-12,compartilhamento,Twitter
1429,187078,2023-10-05,curtida,Instagram
1430,231069,2024-01-02,curtida,Facebook
1431,253773,2024-05-10,compartilhamento,Facebook
1432,62154,2023-08-02,curtida,Instagram
1433,118240,2024-02-05,comentario,Instagram
1434,15290,2023-09-01,compartilhamento,Twitter
1435,248656,2022-02-21,curtida,Facebook
1436,196899,2024-05-15,curtida,Instagram
1437,88128,2023-09-04,curtida,Instagram
1438,271901,2023-02-24,compartilhamento,Facebook
1439,146351,2023-11-02,compartilhamento,Instagram
1440,112181,2024-05-08,comentario,Facebook
1441,44424,2023-10-18,compartilhamento,Facebook
1442,198543,2022-08-09,curtida,Twitter
1443,227239,2023-02-05,comentario,Facebook
1444,279106,2023-05-20,curtida,Twitter
1445,58146,2023-07-05,comentario,Facebook
1446,159409,2021-07-13,compartilhamento,Twitter
1447,176292,2024-04-09,compartilhamento,Facebook
1448,247131,2024-05-19,comentario,Instagram
1449,183394,2023-11-15,compartilhamento,Twitter
1450,279876,2022-11-13,comentario,Twitter
1451,9452,2023-09-11,compartilhamento,Twitter
1452,124843,2022-08-02,curtida,Instagram
1453,255238,2023-12-12,curtida,Instagram
1454,199305,2024-05-08,curtida,Instagram
1455,125431,2022-09-30,comentario,Instagram
1456,40720,2023-10-17,compartilhamento,Facebook
1457,97118,2023-09-12,comentario,Instagram
1458,215337,2023-09-16,compartilhamento,Facebook
1459,106876,2023-04-15,curtida,Facebook
1460,258366,2024-01-09,curtida,Twitter
1461,212153,2022-03-04,comentario,Instagram
1462,4237,2023-03-10,compartilhamento,Facebook
1463,199963,2024-01-29,compartilhamento,Instagram
1464,228253,2024-05-19,compartilhamento,Instagram
1465,140828,2023-07-30,curtida,Twitter
1466,72046,2023-09-30,compartilhamento,Facebook
1467,263511,2024-03-21,comentario,Twitter
1468,21671,2024-06-12,curtida,Facebook
1469,143135,2024-03-20,compartilhamento,Facebook
1470,279900,2024-06-06,comentario,Twitter
1471,83710,2023-11-29,comentario,Facebook
1472,215905,2023-04-04,curtida,Facebook
1473,233306,2022-01-14,compartilhamento,Instagram
1474,275525,2022-07-06,comentario,Twitter
1475,295558,2022-06-16,comentario,Twitter
1476,83992,2023-08-02,curtida,Facebook
1477,1346,2022-06-03,comentario,Facebook
1478,139455,2023-06-27,compartilhamento,Facebook
1479,207103,2023-02-20,compartilhamento,Facebook
1480,226637,2023-09-12,compartilhamento,Instagram
1481,188648,2024-01-14,curtida,Twitter
1482,242834,2024-03-06,compartilhamento,Instagram
1483,102935,2023-01-26,compartilhamento,Facebook
1484,106185,2024-02-17,compartilhamento,Instagram
1485,121269,2024-03-17,compartilhamento,Facebook
1486,293515,2022-07-05,curtida,Twitter
1487,80885,2023-10-03,comentario,Instagram
1488,170853,2021-12-22,compartilhamento,Instagram
1489,198792,2024-01-06,compartilhamento,Instagram
1490,71714,2024-04-26,comentario,Facebook
1491,242610,2024-05-19,curtida,Instagram
1492,272777,2022-10-14,compartilhamento,Instagram
1493,55072,2024-03-13,comentario,Twitter
1494,1621,2023-09-24,comentario,Instagram
1495,100664,2024-02-28,compartilhamento,Twitter
1496,286546,2024-02-12,comentario,Instagram
1497,57158,2024-01-25,curtida,Facebook
1498,188326,2024-03-30,curtida,Instagram
1499,20331,2024-06-14,curtida,Instagram
1500,123642,2024-05-28,comentario,Instagram
1501,89062,2023-07-12,compartilhamento,Instagram
1502,156459,2024-02-17,comentario,Instagram
1503,71444,2024-02-19,curtida,Instagram
1504,41426,2023-12-27,curtida,Facebook
1505,132093,2023-03-17,comentario,Facebook
1506,237156,2023-12-31,curtida,Instagram
1507,272898,2023-03-30,compartilhamento,Twitter
1508,110349,2024-06-15,curtida,Facebook
1509,49338,2023-01-30,compartilhamento,Facebook
1510,254141,2023-10-18,curtida,Facebook
1511,105488,2022-12-07,comentario,Twitter
1512,71193,2023-04-28,comentario,Instagram
1513,56410,2024-02-16,comentario,Twitter
1514,151815,2024-05-29,curtida,Twitter
1515,231923,2023-09-22,curtida,Twitter
1516,159819,2023-11-09,compartilhamento,Instagram
1517,240095,2024-04-29,curtida,Twitter
1518,28822,2024-04-19,comentario,Facebook
1519,128484,2024-05-25,curtida,Twitter
1520,29693,2024-04-20,comentario,Facebook
1521,241073,2024-03-03,compartilhamento,Twitter
1522,82983,2024-02-21,curtida,Instagram
1523,274091,2024-03-13,compartilhamento,Twitter
1524,270081,2023-12-31,compartilhamento,Instagram
1525,173581,2024-06-14,compartilhamento,Instagram
1526,60365,2023-07-28,curtida,Twitter
1527,228057,2023-12-28,compartilhamento,Facebook
1528,156248,2024-03-15,compartilhamento,Facebook
1529,217191,2022-01-09,comentario,Instagram
1530,231563,2024-05-02,curtida,Instagram
1531,179250,2023-09-29,curtida,Facebook
1532,253074,2024-02-29,curtida,Facebook
1533,127573,2022-03-23,comentario,Instagram
1534,285642,2023-04-24,comentario,Twitter
1535,270149,2022-04-02,curtida,Twitter
1536,197707,2023-05-02,compartilhamento,Twitter
1537,201637,2024-02-04,compartilhamento,Instagram
1538,121616,2023-02-03,curtida,Instagram
1539,130073,2024-05-04,compartilhamento,Facebook
1540,62773,2023-12-16,curtida,Instagram
1541,173618,2024-01-15,comentario,Facebook
1542,17069,2023-03-29,curtida,Facebook
1543,174196,2023-03-30,compartilhamento,Facebook
1544,53552,2023-09-04,comentario,Instagram
1545,263176,2023-05-16,compartilhamento,Facebook
1546,290786,2023-07-22,compartilhamento,Twitter
1547,180441,2023-02-25,curtida,Twitter
1548,65281,2024-05-10,comentario,Twitter
1549,200645,2022-05-19,curtida,Instagram
1550,87385,2024-05-05,curtida,Instagram
1551,106522,2023-11-14,comentario,Facebook
1552,277343,2022-08-20,comentario,Instagram
1553,216057,2024-04-21,comentario,Instagram
1554,134138,2023-09-30,curtida,Twitter
1555,211972,2024-03-15,compartilhamento,Twitter
1556,154866,2024-04-15,curtida,Facebook
1557,226991,2024-05-30,compartilhamento,Instagram
1558,279972,2024-05-30,curtida,Instagram
1559,88906,2024-06-04,comentario,Facebook
1560,156809,2024-04-17,curtida,Instagram
1561,134384,2023-07-18,comentario,Instagram
1562,293857,2023-12-12,compartilhamento,Facebook
1563,233021,2023-09-11,compartilhamento,Facebook
1564,119145,2024-05-12,comentario,Instagram
1565,122867,2024-03-25,compartilhamento,Instagram
1566,228984,2024-03-17,curtida,Instagram
1567,275356,2024-02-08,curtida,Twitter
1568,296625,2023-07-28,compartilhamento,Instagram
1569,97678,2022-11-14,comentario,Instagram
1570,130758,2021-11-28,comentario,Facebook
1571,158319,2023-12-03,compartilhamento,Twitter
1572,10399,2023-09-21,comentario,Instagram
1573,54874,2024-03-17,compartilhamento,Twitter
1574,224152,2024-04-16,compartilhamento,Twitter
1575,129401,2023-12-31,comentario,Twitter
1576,56163,2023-06-13,curtida,Facebook
1577,40971,2024-04-18,curtida,Instagram
1578,243522,2024-04-19,compartilhamento,Twitter
1579,194497,2023-05-09,compartilhamento,Facebook
1580,215263,2022-12-27,curtida,Instagram
1581,203653,2022-09-01,comentario,Twitter
1582,258590,2023-06-22,curtida,Instagram
1583,224032,2023-07-24,comentario,Facebook
1584,59074,2024-01-24,compartilhamento,Facebook
1585,25488,2024-04-18,comentario,Instagram
1586,221367,2023-02-22,comentario,Facebook
1587,233184,2024-05-01,compartilhamento,Facebook
1588,197943,2023-10-27,compartilhamento,Facebook
1589,161166,2024-03-25,compartilhamento,Facebook
1590,252532,2022-06-09,comentario,Facebook
1591,100015,2022-09-24,comentario,Instagram
1592,51401,2023-07-28,compartilhamento,Twitter
1593,244794,2022-11-20,curtida,Instagram
1594,260234,2024-03-25,compartilhamento,Twitter
1595,66911,2023-10-13,compartilhamento,Facebook
1596,262812,2024-04-19,compartilhamento,Facebook
1597,28923,2024-02-27,comentario,Twitter
1598,135214,2023-12-20,compartilhamento,Facebook
1599,128343,2024-06-12,curtida,Facebook
1600,73447,2024-05-23,curtida,Facebook
1601,4132,2024-01-14,compartilhamento,Twitter
1602,149755,2023-08-15,comentario,Instagram
1603,248943,2023-08-21,comentario,Facebook
1604,164763,2023-12-01,curtida,Facebook
1605,291508,2021-09-19,compartilhamento,Facebook
1606,238685,2024-02-10,curtida,Instagram
1607,185181,2023-08-27,comentario,Instagram
1608,203564,2023-07-26,comentario,Facebook
1609,29703,2023-11-15,curtida,Facebook
1610,128239,2024-02-05,compartilhamento,Instagram
1611,233060,2024-01-25,curtida,Twitter
1612,6371,2023-02-24,compartilhamento,Facebook
1613,242667,2023-08-31,comentario,Facebook
1614,147609,2024-02-20,curtida,Twitter
1615,169653,2024-01-23,compartilhamento,Facebook
1616,282764,2023-08-19,compartilhamento,Facebook
1617,177731,2023-07-11,curtida,Instagram
1618,287206,2022-08-17,compartilhamento,Facebook
1619,223725,2023-01-14,comentario,Instagram
1620,241635,2023-07-30,comentario,Instagram
1621,157375,2024-03-13,compartilhamento,Instagram
1622,188660,2023-12-11,comentario,Facebook
1623,253227,2023-05-11,comentario,Facebook
1624,23998,2023-07-23,comentario,Facebook
1625,124700,2024-02-02,compartilhamento,Facebook
1626,195025,2023-12-31,comentario,Facebook
1627,246315,2024-03-12,comentario,Twitter
1628,42148,2024-05-12,comentario,Facebook
1629,100921,2022-01-10,comentario,Facebook
1630,253457,2024-02-26,compartilhamento,Instagram
1631,277273,2024-02-05,comentario,Instagram
1632,174098,2022-07-03,comentario,Facebook
1633,175907,2023-12-08,comentario,Instagram
1634,78294,2023-01-26,compartilhamento,Facebook
1635,293414,2024-04-17,compartilhamento,Facebook
1636,218535,2023-12-02,comentario,Instagram
1637,27633,2023-11-28,curtida,Instagram
1638,150092,2023-10-20,curtida,Instagram
1639,150912,2022-12-21,compartilhamento,Instagram
1640,16454,2024-05-30,comentario,Twitter
1641,36266,2022-04-01,compartilhamento,Instagram
1642,199214,2023-05-19,compartilhamento,Instagram
1643,218949,2024-05-14,compartilhamento,Instagram
1644,243632,2023-08-12,comentario,Facebook
1645,204077,2024-05-22,comentario,Instagram
1646,175151,2024-04-09,comentario,Facebook
1647,60923,2023-12-18,compartilhamento,Twitter
1648,75277,2022-11-22,curtida,Facebook
1649,87154,2023-08-31,curtida,Instagram
1650,60084,2024-03-10,curtida,Twitter
1651,72442,2024-05-20,compartilhamento,Instagram
1652,251722,2024-05-30,compartilhamento,Facebook
1653,259442,2024-06-07,compartilhamento,Instagram
1654,175786,2024-01-12,curtida,Facebook
1655,262683,2023-10-04,comentario,Twitter
1656,188688,2023-09-09,comentario,Twitter
1657,92953,2023-01-05,compartilhamento,Instagram
1658,195355,2023-05-30,curtida,Facebook
1659,111562,2022-12-28,compartilhamento,Instagram
1660,61974,2023-05-22,comentario,Facebook
1661,263742,2023-12-02,curtida,Twitter
1662,91892,2024-05-06,curtida,Instagram
1663,77355,2023-04-21,compartilhamento,Facebook
1664,64689,2022-07-24,comentario,Facebook
1665,17673,2024-05-29,curtida,Facebook
1666,275913,2024-04-28,compartilhamento,Instagram
1667,81337,2023-07-01,curtida,Instagram
1668,43340,2022-12-01,curtida,Facebook
1669,98191,2023-01-17,compartilhamento,Twitter
1670,276099,2024-06-09,compartilhamento,Facebook
1671,109297,2024-05-15,comentario,Instagram
1672,79927,2023-11-17,curtida,Facebook
1673,181655,2023-02-19,curtida,Instagram
1674,279012,2024-02-11,compartilhamento,Instagram
1675,36348,2022-07-26,curtida,Twitter
1676,54663,2024-05-02,comentario,Facebook
1677,109170,2023-12-08,comentario,Twitter
1678,81114,2022-04-08,comentario,Twitter
1679,246724,2023-05-22,curtida,Instagram
1680,227211,2023-06-03,curtida,Twitter
1681,57772,2024-04-14,comentario,Twitter
1682,119811,2022-11-04,curtida,Twitter
1683,288608,2023-09-17,compartilhamento,Twitter
1684,273246,2023-10-16,compartilhamento,Instagram
1685,189742,2023-12-06,comentario,Instagram
1686,71135,2023-09-07,compartilhamento,Twitter
1687,115481,2023-10-21,compartilhamento,Facebook
1688,62785,2024-05-18,compartilhamento,Twitter
1689,235931,2022-04-23,compartilhamento,Twitter
1690,245192,2022-12-09,curtida,Instagram
1691,9725,2023-06-21,curtida,Twitter
1692,55832,2022-01-07,compartilhamento,Instagram
1693,232931,2023-01-19,compartilhamento,Instagram
1694,237651,2024-02-18,curtida,Instagram
1695,262886,2024-04-27,comentario,Facebook
1696,101966,2021-12-11,compartilhamento,Twitter
1697,291606,2023-10-13,curtida,Instagram
1698,153613,2024-06-04,curtida,Instagram
1699,206937,2023-02-12,comentario,Instagram
1700,70274,2024-04-08,curtida,Instagram
1701,96633,2024-05-09,compartilhamento,Twitter
1702,225621,2022-04-28,compartilhamento,Facebook
1703,262112,2023-07-13,comentario,Twitter
1704,285863,2023-07-24,comentario,Facebook
1705,17529,2024-06-03,compartilhamento,Facebook
1706,34374,2023-02-15,curtida,Twitter
1707,77442,2023-09-28,comentario,Facebook
1708,282961,2024-05-12,compartilhamento,Twitter
1709,62150,2024-03-24,compartilhamento,Twitter
1710,75135,2022-08-01,comentario,Twitter
1711,260422,2021-12-30,compartilhamento,Instagram
1712,247946,2022-11-17,comentario,Twitter
1713,96421,2023-04-28,comentario,Facebook
1714,212102,2024-05-10,compartilhamento,Instagram
1715,46312,2024-04-17,curtida,Facebook
1716,194185,2024-06-14,comentario,Twitter
1717,176963,2024-05-02,compartilhamento,Facebook
1718,197640,2023-08-03,comentario,Twitter
1719,72443,2024-04-11,compartilhamento,Twitter
1720,115435,2023-09-25,comentario,Instagram
1721,48644,2024-03-25,curtida,Twitter
1722,14390,2024-03-21,compartilhamento,Facebook
1723,146263,2022-02-24,curtida,Instagram
1724,265734,2024-06-09,comentario,Facebook
1725,228733,2024-05-18,curtida,Facebook
1726,287530,2024-05-06,curtida,Twitter
1727,98195,2023-06-02,curtida,Twitter
1728,8530,2023-12-11,comentario,Facebook
1729,44130,2024-06-15,comentario,Twitter
1730,235246,2021-11-23,comentario,Twitter
1731,2946,2023-11-01,curtida,Twitter
1732,41123,2024-04-16,curtida,Instagram
1733,28056,2023-09-01,curtida,Facebook
1734,24951,2024-05-05,comentario,Facebook
1735,109259,2023-05-30,comentario,Facebook
1736,235142,2023-02-09,curtida,Twitter
1737,184293,2024-06-14,comentario,Instagram
1738,141768,2022-05-21,compartilhamento,Twitter
1739,258910,2024-05-22,compartilhamento,Facebook
1740,28001,2023-06-11,compartilhamento,Twitter
1741,5677,2022-10-31,curtida,Instagram
1742,92775,2023-03-15,comentario,Instagram
1743,20302,2022-04-22,comentario,Twitter
1744,13467,2023-11-15,comentario,Instagram
1745,206637,2024-06-01,compartilhamento,Instagram
1746,3993,2024-03-02,comentario,Instagram
1747,950,2024-06-09,curtida,Instagram
1748,173948,2023-11-05,comentario,Instagram
1749,55929,2023-10-10,compartilhamento,Twitter
1750,156317,2024-06-06,comentario,Instagram
1751,282319,2024-02-04,comentario,Facebook
1752,206837,2023-07-21,compartilhamento,Facebook
1753,31383,2023-08-04,comentario,Facebook
1754,299376,2023-03-05,curtida,Twitter
1755,237449,2023-11-29,compartilhamento,Facebook
1756,217688,2024-03-11,curtida,Facebook
1757,177761,2023-12-23,compartilhamento,Twitter
1758,231601,2022-05-19,compartilhamento,Facebook
1759,214953,2023-08-12,curtida,Twitter
1760,128616,2022-11-21,compartilhamento,Facebook
1761,168807,2023-09-18,comentario,Instagram
1762,201283,2024-03-29,curtida,Instagram
1763,96526,2024-02-01,comentario,Instagram
1764,183174,2023-07-09,curtida,Twitter
1765,255433,2024-02-19,compartilhamento,Instagram
1766,208293,2024-03-06,comentario,Facebook
1767,138034,2024-03-05,compartilhamento,Facebook
1768,74447,2023-05-17,compartilhamento,Facebook
1769,225947,2023-03-01,compartilhamento,Facebook
1770,226110,2021-11-04,curtida,Twitter
1771,242664,2024-04-15,compartilhamento,Facebook
1772,101580,2022-07-16,comentario,Twitter
1773,251549,2024-05-09,curtida,Facebook
1774,238151,2022-02-22,curtida,Instagram
1775,220469,2024-04-23,comentario,Instagram
1776,41383,2023-01-22,curtida,Twitter
1777,146219,2023-07-09,compartilhamento,Twitter
1778,70021,2022-11-09,compartilhamento,Facebook
1779,47688,2022-02-13,comentario,Twitter
1780,154908,2023-11-27,compartilhamento,Twitter
1781,31104,2023-08-19,comentario,Instagram
1782,224975,2024-02-21,compartilhamento,Instagram
1783,130732,2024-02-27,comentario,Instagram
1784,177191,2024-06-13,comentario,Instagram
1785,80165,2022-11-11,compartilhamento,Instagram
1786,8578,2023-11-25,comentario,Instagram
1787,281108,2024-01-05,curtida,Instagram
1788,174396,2024-04-27,comentario,Twitter
1789,292477,2023-10-21,compartilhamento,Facebook
1790,294196,2024-01-14,compartilhamento,Twitter
1791,175166,2023-07-06,compartilhamento,Twitter
1792,37455,2023-09-02,curtida,Instagram
1793,225515,2023-02-01,comentario,Facebook
1794,219927,2023-11-05,comentario,Instagram
1795,158393,2022-09-07,compartilhamento,Instagram
1796,296611,2023-03-01,curtida,Facebook
1797,184973,2024-03-07,compartilhamento,Instagram
1798,190996,2024-03-23,compartilhamento,Facebook
1799,69166,2023-06-26,comentario,Instagram
1800,294302,2024-01-07,compartilhamento,Instagram
1801,257911,2022-08-16,curtida,Facebook
1802,181285,2023-08-27,curtida,Facebook
1803,189144,2022-01-22,compartilhamento,Instagram
1804,111294,2022-11-15,curtida,Instagram
1805,134000,2023-07-10,comentario,Instagram
1806,166088,2022-09-12,curtida,Facebook
1807,2465,2023-07-17,curtida,Facebook
1808,123726,2022-04-28,comentario,Twitter
1809,118882,2024-01-16,compartilhamento,Twitter
1810,199713,2024-04-15,comentario,Twitter
1811,35237,2024-03-27,comentario,Facebook
1812,134795,2024-04-25,compartilhamento,Twitter
1813,91177,2024-01-20,comentario,Twitter
1814,224877,2024-03-07,comentario,Instagram
1815,297790,2023-07-03,curtida,Twitter
1816,284089,2024-06-05,comentario,Twitter
1817,169640,2023-03-27,compartilhamento,Facebook
1818,122695,2023-06-21,compartilhamento,Instagram
1819,292371,2023-07-17,compartilhamento,Twitter
1820,201367,2023-08-21,compartilhamento,Facebook
1821,201750,2023-01-29,comentario,Instagram
1822,166264,2022-12-23,curtida,Facebook
1823,282798,2024-06-10,compartilhamento,Twitter
1824,209728,2024-02-01,compartilhamento,Instagram
1825,178521,2024-01-13,compartilhamento,Twitter
1826,209633,2023-12-14,comentario,Facebook
1827,136477,2024-06-08,curtida,Twitter
1828,206164,2024-05-03,curtida,Facebook
1829,60223,2024-03-30,curtida,Instagram
1830,90025,2022-09-28,curtida,Instagram
1831,222464,2023-09-27,compartilhamento,Twitter
1832,132930,2024-06-12,compartilhamento,Instagram
1833,179111,2024-04-22,curtida,Twitter
1834,172908,2022-12-30,comentario,Facebook
1835,209691,2023-11-08,compartilhamento,Facebook
1836,5649,2024-04-10,compartilhamento,Instagram
1837,57816,2024-06-06,comentario,Facebook
1838,157984,2024-05-16,compartilhamento,Facebook
1839,33320,2024-02-13,curtida,Twitter
1840,34656,2024-04-13,comentario,Facebook
1841,193801,2022-11-17,comentario,Instagram
1842,4430,2022-01-09,compartilhamento,Facebook
1843,293583,2023-04-13,compartilhamento,Twitter
1844,233302,2024-06-07,curtida,Facebook
1845,202986,2024-04-10,comentario,Twitter
1846,219335,2024-05-09,comentario,Twitter
1847,29161,2023-08-18,curtida,Twitter
1848,133070,2024-06-05,curtida,Facebook
1849,294423,2024-06-03,comentario,Instagram
1850,163742,2023-03-24,comentario,Facebook
1851,198077,2023-03-25,comentario,Facebook
1852,252130,2022-08-24,comentario,Facebook
1853,262422,2024-05-12,compartilhamento,Twitter
1854,14299,2022-08-25,compartilhamento,Instagram
1855,253040,2022-09-21,curtida,Twitter
1856,32438,2024-01-10,compartilhamento,Twitter
1857,232221,2023-04-20,curtida,Facebook
1858,180494,2024-03-07,curtida,Facebook
1859,172449,2024-03-03,curtida,Instagram
1860,163907,2024-03-11,comentario,Instagram
1861,207496,2023-12-20,curtida,Instagram
1862,239621,2024-05-09,comentario,Facebook
1863,284291,2022-10-15,curtida,Twitter
1864,293427,2023-12-28,compartilhamento,Instagram
1865,192500,2023-07-20,curtida,Twitter
1866,163486,2023-04-08,curtida,Twitter
1867,193122,2023-03-21,comentario,Instagram
1868,101030,2022-10-12,comentario,Facebook
