ID_Loja,Nome_Loja,Cidade,Pais,Regiao
608,Loja 608,Madri,Brasil,Sul
609,Loja 609,Kyoto,Itália,Outros
610,Loja 610,Rio de Janeiro,Japão,Outros
611,Loja 611,Jacarta,França,Outros
612,Loja 612,Taipei,Brasil,Sudeste
613,Loja 613,Doha,Alemanha,Outros
614,Loja 614,Damasco,França,Outros
615,Loja 615,Damasco,França,Outros
616,Loja 616,Los Angeles,Chile,Outros
617,Loja 617,Cabul,Estados Unidos,Sul
618,Loja 618,Mumbai,Coreia do Sul,Outros
619,Loja 619,Madri,Brasil,Norte
620,Loja 620,Sydney,China,Outros
621,Loja 621,Pequim,Alemanha,Outros
622,Loja 622,Cabul,Alemanha,Outros
623,Loja 623,Seul,Coreia do Sul,Outros
624,Loja 624,Bogotá,Austrália,Outros
625,Loja 625,Rio de Janeiro,Austrália,Outros
626,Loja 626,Berlim,Espanha,Outros
627,Loja 627,Santiago,Alemanha,Outros
628,Loja 628,Bangkok,Portugal,Outros
629,Loja 629,Cairo,Austrália,Outros
630,Loja 630,São Paulo,Itália,Outros
631,Loja 631,Pequim,Turquia,Outros
632,Loja 632,Mumbai,Brasil,Sul
633,Loja 633,Nairobi,Japão,Outros
634,Loja 634,Berlim,México,Centro
635,Loja 635,Nova York,Turquia,Outros
636,Loja 636,Phnom Penh,Canadá,Alberta
637,Loja 637,Tóquio,México,Centro
638,Loja 638,Londres,China,Outros
639,Loja 639,Seul,Japão,Outros
640,Loja 640,Jerusalém,Espanha,Outros
641,Loja 641,Beirute,México,Noroeste
642,Loja 642,Mumbai,Japão,Outros
643,Loja 643,Mumbai,Portugal,Outros
644,Loja 644,Los Angeles,França,Outros
645,Loja 645,Nova York,Espanha,Outros
646,Loja 646,Hong Kong,Brasil,Sudeste
647,Loja 647,Riyadh,Turquia,Outros
648,Loja 648,Seul,Chile,Outros
649,Loja 649,Kuala Lumpur,Japão,Outros
650,Loja 650,Lima,Estados Unidos,Nordeste
651,Loja 651,Santiago,China,Outros
652,Loja 652,Lagos,Coreia do Sul,Outros
653,Loja 653,Casablanca,Brasil,Sudeste
654,Loja 654,Cingapura,Estados Unidos,Sul
655,Loja 655,Hong Kong,Turquia,Outros
656,Loja 656,Nairobi,França,Outros
657,Loja 657,Moscou,França,Outros
658,Loja 658,Pequim,Canadá,Quebec
659,Loja 659,Nairobi,Canadá,Colúmbia Britânica
660,Loja 660,Trípoli,Itália,Outros
661,Loja 661,Osaka,França,Outros
662,Loja 662,Bogotá,Argentina,Outros
663,Loja 663,Madri,Peru,Outros
664,Loja 664,Cingapura,Portugal,Outros
665,Loja 665,Madri,Alemanha,Outros
666,Loja 666,Mumbai,Alemanha,Outros
667,Loja 667,Nova Deli,Itália,Outros
668,Loja 668,Riyadh,Portugal,Outros
669,Loja 669,Dakar,Turquia,Outros
670,Loja 670,Hanói,Reino Unido,Outros
671,Loja 671,Trípoli,Coreia do Sul,Outros
672,Loja 672,Paris,China,Outros
673,Loja 673,Nova York,Peru,Outros
674,Loja 674,Riyadh,Índia,Outros
675,Loja 675,São Paulo,Austrália,Outros
676,Loja 676,Rio de Janeiro,Itália,Outros
677,Loja 677,Teerã,França,Outros
678,Loja 678,Seul,Argentina,Outros
679,Loja 679,Bogotá,Reino Unido,Outros
680,Loja 680,Manila,Coreia do Sul,Outros
681,Loja 681,Sydney,Argentina,Outros
682,Loja 682,Amã,Índia,Outros
683,Loja 683,Bangkok,Índia,Outros
684,Loja 684,Nairobi,Índia,Outros
685,Loja 685,Argel,Estados Unidos,Sul
686,Loja 686,Casablanca,Índia,Outros
687,Loja 687,Kyoto,Chile,Outros
688,Loja 688,Lagos,Peru,Outros
689,Loja 689,São Paulo,Alemanha,Outros
690,Loja 690,Jerusalém,Brasil,Nordeste
691,Loja 691,Islamabad,Brasil,Sudeste
692,Loja 692,Londres,México,Noroeste
693,Loja 693,Hanói,Alemanha,Outros
694,Loja 694,Tóquio,China,Outros
695,Loja 695,Nova York,Portugal,Outros
696,Loja 696,Mumbai,Reino Unido,Outros
697,Loja 697,Cidade do México,Espanha,Outros
698,Loja 698,Nairobi,China,Outros
699,Loja 699,Seul,Chile,Outros
700,Loja 700,Beirute,Alemanha,Outros
701,Loja 701,Johannesburg,Rússia,Outros
702,Loja 702,Londres,México,Centro
703,Loja 703,Argel,Coreia do Sul,Outros
704,Loja 704,Cingapura,Japão,Outros
705,Loja 705,Cairo,França,Outros
706,Loja 706,Katmandu,México,Noroeste
707,Loja 707,Hanói,Austrália,Outros
708,Loja 708,Dhaka,Peru,Outros
709,Loja 709,Cingapura,Reino Unido,Outros
710,Loja 710,Seul,China,Outros
711,Loja 711,Roma,Espanha,Outros
712,Loja 712,Osaka,Portugal,Outros
713,Loja 713,Osaka,Espanha,Outros
714,Loja 714,Bagdá,Coreia do Sul,Outros
715,Loja 715,Moscou,México,Noroeste
716,Loja 716,Moscou,Argentina,Outros
717,Loja 717,Teerã,China,Outros
718,Loja 718,Toronto,Itália,Outros
719,Loja 719,Cabul,Peru,Outros
720,Loja 720,Seul,Alemanha,Outros
721,Loja 721,Osaka,Coreia do Sul,Outros
722,Loja 722,Rio de Janeiro,Canadá,Alberta
723,Loja 723,Doha,Japão,Outros
724,Loja 724,Seul,México,Noroeste
725,Loja 725,Colombo,México,Noroeste
726,Loja 726,São Paulo,Alemanha,Outros
727,Loja 727,Santiago,Espanha,Outros
728,Loja 728,Bogotá,Argentina,Outros
729,Loja 729,Jacarta,Argentina,Outros
730,Loja 730,Doha,Itália,Outros
731,Loja 731,Taipei,Portugal,Outros
732,Loja 732,Osaka,Estados Unidos,Nordeste
733,Loja 733,Hanói,Estados Unidos,Sul
734,Loja 734,Rio de Janeiro,Estados Unidos,Meio-Oeste
735,Loja 735,Yangon,Argentina,Outros
736,Loja 736,Tóquio,Rússia,Outros
737,Loja 737,Damasco,Chile,Outros
738,Loja 738,Cairo,Índia,Outros
739,Loja 739,Riyadh,Austrália,Outros
740,Loja 740,Santiago,Argentina,Outros
741,Loja 741,Dubai,Austrália,Outros
742,Loja 742,Teerã,Chile,Outros
743,Loja 743,Cingapura,Coreia do Sul,Outros
744,Loja 744,Hong Kong,Peru,Outros
745,Loja 745,Kuala Lumpur,Rússia,Outros
746,Loja 746,Roma,Canadá,Alberta
747,Loja 747,Seul,Argentina,Outros
748,Loja 748,Pequim,Espanha,Outros
749,Loja 749,Toronto,Japão,Outros
750,Loja 750,Buenos Aires,Turquia,Outros
751,Loja 751,Yangon,Austrália,Outros
752,Loja 752,Cairo,França,Outros
753,Loja 753,Los Angeles,Alemanha,Outros
754,Loja 754,Bagdá,Brasil,Nordeste
755,Loja 755,Rio de Janeiro,Espanha,Outros
756,Loja 756,Kuala Lumpur,Turquia,Outros
757,Loja 757,Jacarta,Brasil,Centro-Oeste
758,Loja 758,Jacarta,Espanha,Outros
759,Loja 759,Berlim,Índia,Outros
760,Loja 760,Dubai,Espanha,Outros
761,Loja 761,Dubai,Itália,Outros
762,Loja 762,Colombo,Brasil,Nordeste
763,Loja 763,Jerusalém,Itália,Outros
764,Loja 764,Trípoli,China,Outros
765,Loja 765,Cabul,México,Sul
766,Loja 766,Nova Deli,Canadá,Quebec
767,Loja 767,Nairobi,Espanha,Outros
768,Loja 768,Nova Deli,México,Sudeste
769,Loja 769,Dakar,Portugal,Outros
770,Loja 770,Casablanca,Chile,Outros
771,Loja 771,Teerã,Espanha,Outros
772,Loja 772,Santiago,Portugal,Outros
773,Loja 773,Jerusalém,China,Outros
774,Loja 774,Taipei,Canadá,Alberta
775,Loja 775,Nairobi,Alemanha,Outros
776,Loja 776,Casablanca,Índia,Outros
777,Loja 777,Lima,Estados Unidos,Meio-Oeste
778,Loja 778,Manila,Coreia do Sul,Outros
779,Loja 779,Nairobi,Peru,Outros
780,Loja 780,Kyoto,Peru,Outros
781,Loja 781,Madri,Itália,Outros
782,Loja 782,Manila,Brasil,Centro-Oeste
783,Loja 783,Abu Dhabi,Japão,Outros
784,Loja 784,Dakar,Índia,Outros
785,Loja 785,Yangon,Estados Unidos,Noroeste do Pacífico
786,Loja 786,Manila,China,Outros
787,Loja 787,Istambul,Estados Unidos,Meio-Oeste
788,Loja 788,Kinshasa,Japão,Outros
789,Loja 789,Abu Dhabi,Peru,Outros
790,Loja 790,Istambul,China,Outros
791,Loja 791,Phnom Penh,Índia,Outros
792,Loja 792,Manila,Reino Unido,Outros
793,Loja 793,Madri,França,Outros
794,Loja 794,Seul,Estados Unidos,Meio-Oeste
795,Loja 795,Dakar,Estados Unidos,Sul
796,Loja 796,Roma,Turquia,Outros
797,Loja 797,Seul,Chile,Outros
798,Loja 798,Johannesburg,Chile,Outros
799,Loja 799,Cabul,Austrália,Outros
800,Loja 800,Sydney,Canadá,Alberta
801,Loja 801,Teerã,Brasil,Norte
802,Loja 802,Kinshasa,China,Outros
803,Loja 803,Manila,França,Outros
804,Loja 804,Johannesburg,Espanha,Outros
805,Loja 805,São Paulo,Japão,Outros
806,Loja 806,Toronto,Turquia,Outros
807,Loja 807,Doha,Japão,Outros
808,Loja 808,Damasco,Espanha,Outros
809,Loja 809,Santiago,Índia,Outros
810,Loja 810,Dubai,Portugal,Outros
811,Loja 811,Santiago,Brasil,Nordeste
812,Loja 812,Rio de Janeiro,Reino Unido,Outros
813,Loja 813,Bangkok,Alemanha,Outros
814,Loja 814,Bangkok,Turquia,Outros
815,Loja 815,Osaka,Turquia,Outros
816,Loja 816,Kuala Lumpur,Brasil,Sul
817,Loja 817,Yangon,Índia,Outros
818,Loja 818,Katmandu,Brasil,Centro-Oeste
819,Loja 819,Kuala Lumpur,Canadá,Colúmbia Britânica
820,Loja 820,Nova Deli,Espanha,Outros
821,Loja 821,Tóquio,Turquia,Outros
822,Loja 822,Cabul,Estados Unidos,Oeste
823,Loja 823,Londres,Rússia,Outros
824,Loja 824,Seul,Brasil,Centro-Oeste
825,Loja 825,Nairobi,Portugal,Outros
826,Loja 826,Kuala Lumpur,Espanha,Outros
827,Loja 827,Rio de Janeiro,Turquia,Outros
828,Loja 828,Beirute,Portugal,Outros
829,Loja 829,Istambul,Alemanha,Outros
830,Loja 830,Roma,Canadá,Alberta
831,Loja 831,Cairo,Argentina,Outros
832,Loja 832,Hanói,China,Outros
833,Loja 833,Seul,Brasil,Sudeste
834,Loja 834,Kyoto,Portugal,Outros
835,Loja 835,Jacarta,Itália,Outros
836,Loja 836,Colombo,França,Outros
837,Loja 837,Cidade do México,Itália,Outros
838,Loja 838,Tóquio,França,Outros
839,Loja 839,Casablanca,Coreia do Sul,Outros
840,Loja 840,Paris,Austrália,Outros
841,Loja 841,Riyadh,Peru,Outros
842,Loja 842,Dubai,Espanha,Outros
843,Loja 843,Lima,Estados Unidos,Sul
844,Loja 844,Bogotá,Portugal,Outros
845,Loja 845,Hanói,México,Norte
846,Loja 846,Kyoto,Japão,Outros
847,Loja 847,Johannesburg,Chile,Outros
848,Loja 848,Doha,México,Sul
849,Loja 849,Islamabad,Índia,Outros
850,Loja 850,Colombo,Chile,Outros
851,Loja 851,Dhaka,México,Sudeste
852,Loja 852,Seul,Peru,Outros
853,Loja 853,Amã,Turquia,Outros
854,Loja 854,Colombo,Chile,Outros
855,Loja 855,Islamabad,Turquia,Outros
856,Loja 856,Cairo,Índia,Outros
857,Loja 857,Casablanca,México,Sul
858,Loja 858,Colombo,Austrália,Outros
859,Loja 859,Hong Kong,Brasil,Sul
860,Loja 860,Pequim,Rússia,Outros
861,Loja 861,Nova York,Coreia do Sul,Outros
862,Loja 862,Los Angeles,Alemanha,Outros
863,Loja 863,Toronto,Espanha,Outros
864,Loja 864,Moscou,China,Outros
865,Loja 865,Kuala Lumpur,Turquia,Outros
866,Loja 866,Bagdá,Japão,Outros
867,Loja 867,Damasco,Japão,Outros
868,Loja 868,Doha,Japão,Outros
869,Loja 869,Los Angeles,Portugal,Outros
870,Loja 870,Pequim,Alemanha,Outros
871,Loja 871,Roma,Canadá,Manitoba
872,Loja 872,Nova Deli,Canadá,Colúmbia Britânica
873,Loja 873,Cabul,Japão,Outros
874,Loja 874,Osaka,México,Norte
875,Loja 875,Bagdá,Turquia,Outros
876,Loja 876,Tóquio,Portugal,Outros
877,Loja 877,Berlim,China,Outros
878,Loja 878,Osaka,Coreia do Sul,Outros
879,Loja 879,Abu Dhabi,Alemanha,Outros
880,Loja 880,Cabul,Argentina,Outros
881,Loja 881,Roma,Japão,Outros
882,Loja 882,Dhaka,Austrália,Outros
883,Loja 883,Phnom Penh,Alemanha,Outros
884,Loja 884,Sydney,Canadá,Manitoba
885,Loja 885,Katmandu,França,Outros
886,Loja 886,Lima,Peru,Outros
887,Loja 887,Rio de Janeiro,Índia,Outros
888,Loja 888,Beirute,Chile,Outros
889,Loja 889,Rio de Janeiro,México,Norte
890,Loja 890,Beirute,Chile,Outros
891,Loja 891,Casablanca,Espanha,Outros
892,Loja 892,Phnom Penh,Brasil,Norte
893,Loja 893,Moscou,Índia,Outros
894,Loja 894,Hanói,Itália,Outros
895,Loja 895,Nova Deli,Alemanha,Outros
896,Loja 896,Jacarta,Coreia do Sul,Outros
897,Loja 897,Sydney,México,Sudeste
898,Loja 898,Toronto,Coreia do Sul,Outros
899,Loja 899,Damasco,Peru,Outros
900,Loja 900,Londres,Chile,Outros
901,Loja 901,Jacarta,Estados Unidos,Meio-Oeste
902,Loja 902,Casablanca,México,Sudeste
903,Loja 903,Cairo,Argentina,Outros
904,Loja 904,Amã,Chile,Outros
905,Loja 905,Nova Deli,Argentina,Outros
906,Loja 906,Jacarta,México,Sudeste
907,Loja 907,Sydney,Japão,Outros
908,Loja 908,Katmandu,Chile,Outros
909,Loja 909,São Paulo,Chile,Outros
910,Loja 910,Dakar,Estados Unidos,Meio-Oeste
911,Loja 911,Bogotá,Portugal,Outros
912,Loja 912,Dakar,Índia,Outros
913,Loja 913,Seul,México,Sul
914,Loja 914,Paris,México,Noroeste
915,Loja 915,Lima,Brasil,Sul
916,Loja 916,Madri,Estados Unidos,Meio-Oeste
917,Loja 917,Argel,Argentina,Outros
918,Loja 918,Mumbai,Chile,Outros
919,Loja 919,Cairo,França,Outros
920,Loja 920,Colombo,Reino Unido,Outros
921,Loja 921,Cidade do México,Rússia,Outros
922,Loja 922,Argel,Austrália,Outros
923,Loja 923,Santiago,Turquia,Outros
924,Loja 924,Mumbai,Rússia,Outros
925,Loja 925,Berlim,Espanha,Outros
926,Loja 926,Bogotá,China,Outros
927,Loja 927,Sydney,Japão,Outros
928,Loja 928,Casablanca,Itália,Outros
929,Loja 929,Katmandu,Itália,Outros
930,Loja 930,Cairo,Coreia do Sul,Outros
931,Loja 931,Lima,Japão,Outros
932,Loja 932,Teerã,Reino Unido,Outros
933,Loja 933,Berlim,Coreia do Sul,Outros
934,Loja 934,Santiago,México,Norte
935,Loja 935,Dakar,Estados Unidos,Meio-Oeste
936,Loja 936,Katmandu,Chile,Outros
937,Loja 937,Cabul,Argentina,Outros
938,Loja 938,Hong Kong,Coreia do Sul,Outros
939,Loja 939,Tóquio,Chile,Outros
940,Loja 940,Manila,Reino Unido,Outros
941,Loja 941,Hong Kong,Japão,Outros
942,Loja 942,Taipei,Índia,Outros
943,Loja 943,Santiago,Canadá,Ontário
944,Loja 944,Dakar,Espanha,Outros
945,Loja 945,Doha,Portugal,Outros
946,Loja 946,Kyoto,Austrália,Outros
947,Loja 947,Nova York,Chile,Outros
948,Loja 948,Amã,Canadá,Quebec
949,Loja 949,Damasco,Argentina,Outros
950,Loja 950,Colombo,Portugal,Outros
951,Loja 951,Teerã,Brasil,Nordeste
952,Loja 952,Nairobi,China,Outros
953,Loja 953,Pequim,Espanha,Outros
954,Loja 954,Hong Kong,Brasil,Sul
955,Loja 955,Taipei,Brasil,Norte
956,Loja 956,Colombo,França,Outros
957,Loja 957,Paris,Chile,Outros
958,Loja 958,Lagos,Brasil,Norte
959,Loja 959,Bangkok,Estados Unidos,Sul
960,Loja 960,Seul,Alemanha,Outros
961,Loja 961,Madri,Argentina,Outros
962,Loja 962,Cidade do México,Itália,Outros
963,Loja 963,Bogotá,Espanha,Outros
964,Loja 964,Kinshasa,Alemanha,Outros
965,Loja 965,Islamabad,Portugal,Outros
966,Loja 966,Túnis,Canadá,Alberta
967,Loja 967,Berlim,Rússia,Outros
968,Loja 968,Bagdá,Alemanha,Outros
969,Loja 969,Yangon,Turquia,Outros
970,Loja 970,Kinshasa,Chile,Outros
971,Loja 971,Kinshasa,Argentina,Outros
972,Loja 972,Seul,Argentina,Outros
973,Loja 973,Hanói,Rússia,Outros
974,Loja 974,Dhaka,Canadá,Colúmbia Britânica
975,Loja 975,Dhaka,Estados Unidos,Oeste
976,Loja 976,Manila,Japão,Outros
977,Loja 977,Tóquio,Índia,Outros
978,Loja 978,Berlim,Brasil,Norte
979,Loja 979,Lima,Portugal,Outros
980,Loja 980,Londres,Chile,Outros
981,Loja 981,Teerã,Rússia,Outros
982,Loja 982,Beirute,Brasil,Sudeste
983,Loja 983,Dubai,França,Outros
984,Loja 984,Dubai,Reino Unido,Outros
985,Loja 985,Santiago,França,Outros
986,Loja 986,Jacarta,Itália,Outros
987,Loja 987,Abu Dhabi,Alemanha,Outros
988,Loja 988,Jacarta,Reino Unido,Outros
989,Loja 989,Seul,Coreia do Sul,Outros
990,Loja 990,Rio de Janeiro,Espanha,Outros
991,Loja 991,Cairo,México,Noroeste
992,Loja 992,Nova York,Espanha,Outros
993,Loja 993,Sydney,Rússia,Outros
994,Loja 994,Rio de Janeiro,Canadá,Colúmbia Britânica
995,Loja 995,Bogotá,Índia,Outros
996,Loja 996,Túnis,Índia,Outros
997,Loja 997,Istambul,Reino Unido,Outros
998,Loja 998,Kuala Lumpur,Coreia do Sul,Outros
999,Loja 999,Londres,Coreia do Sul,Outros
1000,Loja 1000,Yangon,China,Outros
1001,Loja 1001,Seul,Portugal,Outros
1002,Loja 1002,Toronto,China,Outros
1003,Loja 1003,Lima,Alemanha,Outros
1004,Loja 1004,Bogotá,Alemanha,Outros
1005,Loja 1005,Cingapura,Portugal,Outros
1006,Loja 1006,Beirute,Turquia,Outros
1007,Loja 1007,Cairo,México,Centro
1008,Loja 1008,Roma,Rússia,Outros
1009,Loja 1009,Kinshasa,Peru,Outros
1010,Loja 1010,Hong Kong,Itália,Outros
1011,Loja 1011,Katmandu,Japão,Outros
1012,Loja 1012,Paris,Brasil,Nordeste
1013,Loja 1013,Dakar,Portugal,Outros
1014,Loja 1014,Manila,Espanha,Outros
1015,Loja 1015,Bangkok,Chile,Outros
1016,Loja 1016,Istambul,Austrália,Outros
1017,Loja 1017,Seul,Argentina,Outros
1018,Loja 1018,Lagos,México,Centro
1019,Loja 1019,Nova Deli,Brasil,Sul
1020,Loja 1020,Katmandu,Brasil,Sul
1021,Loja 1021,Toronto,Turquia,Outros
1022,Loja 1022,Cingapura,Canadá,Colúmbia Britânica
1023,Loja 1023,Mumbai,Itália,Outros
1024,Loja 1024,Kuala Lumpur,Coreia do Sul,Outros
1025,Loja 1025,Moscou,Canadá,Ontário
1026,Loja 1026,Beirute,Peru,Outros
1027,Loja 1027,Toronto,Estados Unidos,Nordeste
1028,Loja 1028,Johannesburg,México,Centro
1029,Loja 1029,Hong Kong,Turquia,Outros
1030,Loja 1030,Seul,Turquia,Outros
1031,Loja 1031,Dhaka,Rússia,Outros
1032,Loja 1032,Nova York,Rússia,Outros
1033,Loja 1033,Jacarta,Estados Unidos,Nordeste
1034,Loja 1034,Beirute,Portugal,Outros
1035,Loja 1035,Osaka,Turquia,Outros
1036,Loja 1036,Seul,França,Outros
1037,Loja 1037,Hong Kong,Argentina,Outros
1038,Loja 1038,Toronto,México,Norte
1039,Loja 1039,Mumbai,Brasil,Centro-Oeste
1040,Loja 1040,Jacarta,Turquia,Outros
1041,Loja 1041,Jacarta,Peru,Outros
1042,Loja 1042,Sydney,Chile,Outros
1043,Loja 1043,Rio de Janeiro,Reino Unido,Outros
1044,Loja 1044,Sydney,Argentina,Outros
1045,Loja 1045,Rio de Janeiro,China,Outros
1046,Loja 1046,Madri,China,Outros
1047,Loja 1047,Casablanca,Turquia,Outros
1048,Loja 1048,Tóquio,Alemanha,Outros
1049,Loja 1049,Kyoto,Rússia,Outros
1050,Loja 1050,Roma,Austrália,Outros
1051,Loja 1051,Taipei,Estados Unidos,Oeste
1052,Loja 1052,Lagos,Rússia,Outros
1053,Loja 1053,Tóquio,Japão,Outros
1054,Loja 1054,Yangon,Argentina,Outros
1055,Loja 1055,Madri,Estados Unidos,Sul
1056,Loja 1056,Sydney,Canadá,Ontário
1057,Loja 1057,Doha,China,Outros
1058,Loja 1058,Madri,Peru,Outros
1059,Loja 1059,Tóquio,Itália,Outros
1060,Loja 1060,Amã,França,Outros
1061,Loja 1061,Dubai,Austrália,Outros
1062,Loja 1062,Bagdá,México,Sul
1063,Loja 1063,Rio de Janeiro,Estados Unidos,Noroeste do Pacífico
1064,Loja 1064,Sydney,Coreia do Sul,Outros
1065,Loja 1065,Amã,China,Outros
1066,Loja 1066,Roma,Portugal,Outros
1067,Loja 1067,Toronto,Reino Unido,Outros
1068,Loja 1068,Roma,Itália,Outros
1069,Loja 1069,Teerã,Portugal,Outros
1070,Loja 1070,Johannesburg,México,Noroeste
1071,Loja 1071,Tóquio,Itália,Outros
1072,Loja 1072,Cingapura,Espanha,Outros
1073,Loja 1073,Doha,Coreia do Sul,Outros
1074,Loja 1074,Seul,China,Outros
1075,Loja 1075,Kinshasa,França,Outros
1076,Loja 1076,Cairo,Índia,Outros
1077,Loja 1077,Damasco,Turquia,Outros
1078,Loja 1078,Cidade do México,Chile,Outros
1079,Loja 1079,Cabul,Chile,Outros
1080,Loja 1080,Berlim,Índia,Outros
1081,Loja 1081,Jacarta,Japão,Outros
1082,Loja 1082,Phnom Penh,México,Centro
1083,Loja 1083,Sydney,Argentina,Outros
1084,Loja 1084,Dubai,Estados Unidos,Noroeste do Pacífico
1085,Loja 1085,Santiago,Coreia do Sul,Outros
1086,Loja 1086,São Paulo,Espanha,Outros
1087,Loja 1087,Cingapura,China,Outros
1088,Loja 1088,Seul,Peru,Outros
1089,Loja 1089,Roma,Índia,Outros
1090,Loja 1090,Riyadh,Peru,Outros
1091,Loja 1091,Trípoli,Canadá,Manitoba
1092,Loja 1092,Amã,Canadá,Ontário
1093,Loja 1093,Cairo,Coreia do Sul,Outros
1094,Loja 1094,Istambul,Índia,Outros
1095,Loja 1095,Cairo,França,Outros
1096,Loja 1096,Nova York,Japão,Outros
1097,Loja 1097,Manila,Rússia,Outros
1098,Loja 1098,Argel,França,Outros
1099,Loja 1099,Rio de Janeiro,Japão,Outros
1100,Loja 1100,Johannesburg,Argentina,Outros
1101,Loja 1101,Casablanca,Japão,Outros
1102,Loja 1102,Argel,México,Sudeste
1103,Loja 1103,Argel,Chile,Outros
1104,Loja 1104,Cabul,Brasil,Norte
1105,Loja 1105,Johannesburg,Peru,Outros
1106,Loja 1106,Toronto,Reino Unido,Outros
1107,Loja 1107,Jerusalém,Estados Unidos,Noroeste do Pacífico
1108,Loja 1108,Riyadh,Estados Unidos,Meio-Oeste
1109,Loja 1109,Katmandu,Turquia,Outros
1110,Loja 1110,Cabul,Alemanha,Outros
1111,Loja 1111,Istambul,Peru,Outros
1112,Loja 1112,Jerusalém,Portugal,Outros
1113,Loja 1113,Doha,China,Outros
1114,Loja 1114,Mumbai,Chile,Outros
1115,Loja 1115,Cairo,Canadá,Ontário
1116,Loja 1116,Bangkok,Rússia,Outros
1117,Loja 1117,Jerusalém,Índia,Outros
1118,Loja 1118,Lima,Índia,Outros
1119,Loja 1119,Lagos,Alemanha,Outros
1120,Loja 1120,Tóquio,Itália,Outros
1121,Loja 1121,Manila,México,Centro
1122,Loja 1122,Colombo,França,Outros
1123,Loja 1123,Berlim,Chile,Outros
1124,Loja 1124,Dubai,Austrália,Outros
1125,Loja 1125,Phnom Penh,Canadá,Ontário
1126,Loja 1126,Hanói,Estados Unidos,Meio-Oeste
1127,Loja 1127,Seul,México,Norte
1128,Loja 1128,Buenos Aires,Alemanha,Outros
1129,Loja 1129,Colombo,Coreia do Sul,Outros
1130,Loja 1130,Roma,Chile,Outros
1131,Loja 1131,Moscou,Argentina,Outros
1132,Loja 1132,Colombo,Alemanha,Outros
1133,Loja 1133,Santiago,Reino Unido,Outros
1134,Loja 1134,Osaka,Estados Unidos,Sul
1135,Loja 1135,Paris,Argentina,Outros
1136,Loja 1136,Tóquio,Japão,Outros
1137,Loja 1137,Dhaka,França,Outros
1138,Loja 1138,Seul,Alemanha,Outros
1139,Loja 1139,Toronto,México,Norte
1140,Loja 1140,Taipei,China,Outros
1141,Loja 1141,Dakar,Rússia,Outros
1142,Loja 1142,Paris,Turquia,Outros
1143,Loja 1143,Madri,Chile,Outros
1144,Loja 1144,Katmandu,Reino Unido,Outros
1145,Loja 1145,Tóquio,México,Centro
1146,Loja 1146,Argel,Chile,Outros
1147,Loja 1147,Jerusalém,China,Outros
1148,Loja 1148,Bagdá,Portugal,Outros
1149,Loja 1149,Casablanca,Argentina,Outros
1150,Loja 1150,Buenos Aires,Estados Unidos,Oeste
1151,Loja 1151,Phnom Penh,Argentina,Outros
1152,Loja 1152,Kyoto,Rússia,Outros
1153,Loja 1153,Jerusalém,Rússia,Outros
1154,Loja 1154,Cingapura,China,Outros
1155,Loja 1155,Cairo,Reino Unido,Outros
1156,Loja 1156,Tóquio,China,Outros
1157,Loja 1157,Lagos,Rússia,Outros
1158,Loja 1158,Seul,Canadá,Quebec
1159,Loja 1159,Amã,Rússia,Outros
1160,Loja 1160,Tóquio,Rússia,Outros
1161,Loja 1161,São Paulo,Turquia,Outros
1162,Loja 1162,Manila,Brasil,Norte
1163,Loja 1163,Kyoto,Reino Unido,Outros
1164,Loja 1164,Santiago,França,Outros
1165,Loja 1165,Colombo,Portugal,Outros
1166,Loja 1166,Lima,Espanha,Outros
1167,Loja 1167,Riyadh,Itália,Outros
1168,Loja 1168,Osaka,Índia,Outros
1169,Loja 1169,Pequim,Chile,Outros
1170,Loja 1170,Los Angeles,Canadá,Colúmbia Britânica
1171,Loja 1171,Rio de Janeiro,Reino Unido,Outros
1172,Loja 1172,Lima,Reino Unido,Outros
1173,Loja 1173,Colombo,Argentina,Outros
1174,Loja 1174,Beirute,Itália,Outros
1175,Loja 1175,Osaka,Austrália,Outros
1176,Loja 1176,Berlim,Itália,Outros
1177,Loja 1177,Santiago,Rússia,Outros
1178,Loja 1178,Roma,Peru,Outros
1179,Loja 1179,Beirute,Japão,Outros
1180,Loja 1180,Túnis,Índia,Outros
1181,Loja 1181,Kuala Lumpur,Austrália,Outros
1182,Loja 1182,Dubai,Canadá,Ontário
1183,Loja 1183,Islamabad,Austrália,Outros
1184,Loja 1184,Riyadh,México,Norte
1185,Loja 1185,Lagos,Brasil,Centro-Oeste
1186,Loja 1186,Doha,Coreia do Sul,Outros
1187,Loja 1187,Roma,Turquia,Outros
1188,Loja 1188,Túnis,Japão,Outros
1189,Loja 1189,Damasco,China,Outros
1190,Loja 1190,Yangon,Itália,Outros
1191,Loja 1191,Los Angeles,México,Noroeste
1192,Loja 1192,Bangkok,Estados Unidos,Nordeste
1193,Loja 1193,Bangkok,França,Outros
1194,Loja 1194,Casablanca,México,Centro
1195,Loja 1195,Seul,Estados Unidos,Sul
1196,Loja 1196,Casablanca,Reino Unido,Outros
1197,Loja 1197,Seul,Coreia do Sul,Outros
1198,Loja 1198,Bogotá,Coreia do Sul,Outros
1199,Loja 1199,Mumbai,Argentina,Outros
1200,Loja 1200,Kyoto,Alemanha,Outros
1201,Loja 1201,Johannesburg,França,Outros
1202,Loja 1202,Damasco,França,Outros
1203,Loja 1203,Dakar,Coreia do Sul,Outros
